vertex,group_id,degree,beteweeness,from,to
,,,,War,Interview
,,,,Technology,Interview
,,,,Storytelling,Interview
,,,,Sports,Interview
,,,,Politics,Interview
,,,,Performance,Interview
,,,,Invention,Interview
,,,,Interview,War
,,,,Interview,Technology
,,,,Interview,Storytelling
,,,,Interview,Sports
,,,,Interview,Politics
,,,,Interview,Performance
,,,,Interview,Invention
,,,,Interview,History
,,,,Interview,Government
,,,,Interview,Global issues
,,,,Interview,Europe
,,,,Interview,Environment
,,,,Interview,Entrepreneur
,,,,Interview,Entertainment
,,,,Interview,Energy
,,,,Interview,Disaster relief
,,,,Interview,Design
,,,,Interview,Culture
,,,,Interview,Creativity
,,,,Interview,Collaboration
,,,,Interview,Cities
,,,,Interview,Business
,,,,History,Interview
,,,,Government,Interview
,,,,Global issues,Interview
,,,,Europe,Interview
,,,,Environment,Interview
,,,,Entrepreneur,Interview
,,,,Entertainment,Interview
,,,,Energy,Interview
,,,,Disaster relief,Interview
,,,,Design,Interview
,,,,Culture,Interview
,,,,Creativity,Interview
,,,,Collaboration,Interview
,,,,Cities,Interview
,,,,Business,Interview
,,,,MacArthur grant,Interview
,,,,Interview,MacArthur grant
,,,,Space,Interview
,,,,Interview,Space
,,,,Urban planning,Interview
,,,,Interview,Urban planning
,,,,Music,Interview
,,,,Interview,Music
,,,,Interview,Arts
,,,,Arts,Interview
,,,,Race,Interview
,,,,Interview,Race
,,,,Interview,Architecture
,,,,Architecture,Interview
,,,,Interview,Africa
,,,,Africa,Interview
,,,,Interview,Alternative energy
,,,,Alternative energy,Interview
,,,,Interview,Aircraft
,,,,Aircraft,Interview
,,,,Vaccines,Technology
,,,,Vaccines,Science
,,,,Vaccines,Politics
,,,,Vaccines,Medicine
,,,,Vaccines,Invention
,,,,Vaccines,History
,,,,Vaccines,Health care
,,,,Vaccines,Health
,,,,Vaccines,Global issues
,,,,Vaccines,Food
,,,,Vaccines,Epidemiology
,,,,Vaccines,Disease
,,,,Vaccines,Design
,,,,Vaccines,Business
,,,,Vaccines,Biology
,,,,Technology,Vaccines
,,,,Science,Vaccines
,,,,Politics,Vaccines
,,,,Medicine,Vaccines
,,,,Invention,Vaccines
,,,,History,Vaccines
,,,,Health care,Vaccines
,,,,Health,Vaccines
,,,,Global issues,Vaccines
,,,,Food,Vaccines
,,,,Epidemiology,Vaccines
,,,,Disease,Vaccines
,,,,Design,Vaccines
,,,,Business,Vaccines
,,,,Biology,Vaccines
,,,,Vaccines,AIDS
,,,,AIDS,Vaccines
,,,,Urban planning,Epidemiology
,,,,TED Prize,Epidemiology
,,,,Technology,Epidemiology
,,,,Science,Epidemiology
,,,,Medicine,Epidemiology
,,,,History,Epidemiology
,,,,Health,Epidemiology
,,,,Global issues,Epidemiology
,,,,Epidemiology,Urban planning
,,,,Epidemiology,TED Prize
,,,,Epidemiology,Technology
,,,,Epidemiology,Science
,,,,Epidemiology,Medicine
,,,,Epidemiology,History
,,,,Epidemiology,Health
,,,,Epidemiology,Global issues
,,,,Epidemiology,Disease
,,,,Epidemiology,Design
,,,,Epidemiology,Culture
,,,,Epidemiology,Collaboration
,,,,Epidemiology,Cities
,,,,Disease,Epidemiology
,,,,Design,Epidemiology
,,,,Culture,Epidemiology
,,,,Collaboration,Epidemiology
,,,,Cities,Epidemiology
,,,,Epidemiology,AIDS
,,,,AIDS,Epidemiology
,,,,Visualizations,TEDx
,,,,Visualizations,Technology
,,,,Visualizations,Sustainability
,,,,Visualizations,Statistics
,,,,Visualizations,Science
,,,,Visualizations,Presentation
,,,,Visualizations,Photography
,,,,Visualizations,Oceans
,,,,Visualizations,Medicine
,,,,Visualizations,Invention
,,,,Visualizations,Health
,,,,Visualizations,Global issues
,,,,Visualizations,Environment
,,,,Visualizations,Entertainment
,,,,Visualizations,Engineering
,,,,Visualizations,Design
,,,,Visualizations,Data
,,,,Visualizations,Culture
,,,,Visualizations,Computers
,,,,Visualizations,Collaboration
,,,,TEDx,Visualizations
,,,,Technology,Visualizations
,,,,Sustainability,Visualizations
,,,,Statistics,Visualizations
,,,,Science,Visualizations
,,,,Presentation,Visualizations
,,,,Photography,Visualizations
,,,,Oceans,Visualizations
,,,,Medicine,Visualizations
,,,,Invention,Visualizations
,,,,Health,Visualizations
,,,,Global issues,Visualizations
,,,,Environment,Visualizations
,,,,Entertainment,Visualizations
,,,,Engineering,Visualizations
,,,,Design,Visualizations
,,,,Data,Visualizations
,,,,Culture,Visualizations
,,,,Computers,Visualizations
,,,,Collaboration,Visualizations
,,,,Visualizations,Demo
,,,,Demo,Visualizations
,,,,Visualizations,Education
,,,,Education,Visualizations
,,,,Visualizations,Self
,,,,Self,Visualizations
,,,,Visualizations,Life
,,,,Life,Visualizations
,,,,Visualizations,Cities
,,,,Cities,Visualizations
,,,,Web,Visualizations
,,,,Visualizations,Web
,,,,Visualizations,Social change
,,,,Social change,Visualizations
,,,,Visualizations,Internet
,,,,Internet,Visualizations
,,,,Visualizations,Humanity
,,,,Humanity,Visualizations
,,,,Visualizations,Economics
,,,,Economics,Visualizations
,,,,Visualizations,Business
,,,,Business,Visualizations
,,,,Visualizations,Creativity
,,,,Creativity,Visualizations
,,,,Visualizations,Inequality
,,,,Inequality,Visualizations
,,,,Visualizations,Disease
,,,,Disease,Visualizations
,,,,Visualizations,History
,,,,History,Visualizations
,,,,Visualizations,Development
,,,,Development,Visualizations
,,,,Visualizations,Film
,,,,Film,Visualizations
,,,,Visualizations,Brain
,,,,Brain,Visualizations
,,,,Visualizations,Psychology
,,,,Psychology,Visualizations
,,,,Writing,Visualizations
,,,,Visualizations,Writing
,,,,Visualizations,Nature
,,,,Nature,Visualizations
,,,,Visualizations,Biology
,,,,Biology,Visualizations
,,,,Visualizations,Money
,,,,Money,Visualizations
,,,,Visualizations,Universe
,,,,Universe,Visualizations
,,,,Visualizations,Space
,,,,Space,Visualizations
,,,,Visualizations,Planets
,,,,Planets,Visualizations
,,,,Visualizations,Exploration
,,,,Exploration,Visualizations
,,,,Visualizations,Asia
,,,,Asia,Visualizations
,,,,Visualizations,Music
,,,,Music,Visualizations
,,,,Visualizations,Arts
,,,,Arts,Visualizations
,,,,Visualizations,TED Fellows
,,,,TED Fellows,Visualizations
,,,,Visualizations,Art
,,,,Art,Visualizations
,,,,Weather,Visualizations
,,,,Visualizations,Weather
,,,,Visualizations,NASA
,,,,NASA,Visualizations
,,,,Visualizations,Architecture
,,,,Architecture,Visualizations
,,,,Visualizations,Africa
,,,,Africa,Visualizations
,,,,Visualizations,AIDS
,,,,AIDS,Visualizations
,,,,Statistics,Health
,,,,Health,Statistics
,,,,TEDx,Statistics
,,,,Statistics,TEDx
,,,,Statistics,Photography
,,,,Photography,Statistics
,,,,Statistics,Global issues
,,,,Global issues,Statistics
,,,,Technology,Statistics
,,,,Statistics,Technology
,,,,Statistics,Medicine
,,,,Medicine,Statistics
,,,,Statistics,Design
,,,,Design,Statistics
,,,,Statistics,Science
,,,,Science,Statistics
,,,,Statistics,Presentation
,,,,Presentation,Statistics
,,,,Statistics,Data
,,,,Data,Statistics
,,,,Statistics,Culture
,,,,Culture,Statistics
,,,,Statistics,Politics
,,,,Politics,Statistics
,,,,Statistics,Government
,,,,Government,Statistics
,,,,Statistics,Entertainment
,,,,Entertainment,Statistics
,,,,Statistics,Computers
,,,,Computers,Statistics
,,,,Statistics,Comedy
,,,,Comedy,Statistics
,,,,Statistics,Demo
,,,,Demo,Statistics
,,,,Statistics,Parenting
,,,,Parenting,Statistics
,,,,Statistics,Education
,,,,Education,Statistics
,,,,Statistics,Cities
,,,,Cities,Statistics
,,,,Web,Statistics
,,,,Statistics,Web
,,,,Statistics,Internet
,,,,Internet,Statistics
,,,,Statistics,Economics
,,,,Economics,Statistics
,,,,Statistics,Business
,,,,Business,Statistics
,,,,Statistics,Inequality
,,,,Inequality,Statistics
,,,,Statistics,Disease
,,,,Disease,Statistics
,,,,Statistics,Development
,,,,Development,Statistics
,,,,Statistics,Psychology
,,,,Psychology,Statistics
,,,,Statistics,Happiness
,,,,Happiness,Statistics
,,,,Statistics,Heart health
,,,,Heart health,Statistics
,,,,Statistics,Genetics
,,,,Genetics,Statistics
,,,,Third world,Statistics
,,,,Statistics,Third world
,,,,Statistics,Asia
,,,,Asia,Statistics
,,,,Urban planning,Statistics
,,,,Statistics,Urban planning
,,,,Statistics,Arts
,,,,Arts,Statistics
,,,,Statistics,Race
,,,,Race,Statistics
,,,,Statistics,Beauty
,,,,Beauty,Statistics
,,,,Statistics,Art
,,,,Art,Statistics
,,,,Statistics,Africa
,,,,Africa,Statistics
,,,,Statistics,AIDS
,,,,AIDS,Statistics
,,,,TEDx,Presentation
,,,,Technology,Presentation
,,,,Science,Presentation
,,,,Religion,Presentation
,,,,Presentation,TEDx
,,,,Presentation,Technology
,,,,Presentation,Science
,,,,Presentation,Religion
,,,,Presentation,Poverty
,,,,Presentation,Medicine
,,,,Presentation,Invention
,,,,Presentation,Global issues
,,,,Presentation,Environment
,,,,Presentation,Energy
,,,,Presentation,Design
,,,,Poverty,Presentation
,,,,Medicine,Presentation
,,,,Invention,Presentation
,,,,Global issues,Presentation
,,,,Environment,Presentation
,,,,Energy,Presentation
,,,,Design,Presentation
,,,,Presentation,Data
,,,,Data,Presentation
,,,,Presentation,Culture
,,,,Culture,Presentation
,,,,Presentation,Entertainment
,,,,Entertainment,Presentation
,,,,Presentation,Demo
,,,,Demo,Presentation
,,,,Presentation,Education
,,,,Education,Presentation
,,,,Presentation,Business
,,,,Business,Presentation
,,,,Presentation,Creativity
,,,,Creativity,Presentation
,,,,Presentation,Disease
,,,,Disease,Presentation
,,,,Presentation,Development
,,,,Development,Presentation
,,,,Presentation,Brain
,,,,Brain,Presentation
,,,,Presentation,Dance
,,,,Dance,Presentation
,,,,Presentation,Biosphere
,,,,Biosphere,Presentation
,,,,Presentation,Biology
,,,,Biology,Presentation
,,,,Presentation,Climate change
,,,,Climate change,Presentation
,,,,Presentation,Physics
,,,,Physics,Presentation
,,,,Presentation,Africa
,,,,Africa,Presentation
,,,,Presentation,Alternative energy
,,,,Alternative energy,Presentation
,,,,Presentation,AIDS
,,,,AIDS,Presentation
,,,,Cognitive science,Choice
,,,,Choice,Cognitive science
,,,,Sight,Choice
,,,,Choice,Sight
,,,,Food,Choice
,,,,Choice,Food
,,,,Self,Choice
,,,,Choice,Self
,,,,History,Choice
,,,,Choice,History
,,,,TEDx,Choice
,,,,Technology,Choice
,,,,Storytelling,Choice
,,,,Society,Choice
,,,,Social change,Choice
,,,,Science,Choice
,,,,Psychology,Choice
,,,,Potential,Choice
,,,,Politics,Choice
,,,,Personal growth,Choice
,,,,Parenting,Choice
,,,,Neuroscience,Choice
,,,,Media,Choice
,,,,Marketing,Choice
,,,,Health,Choice
,,,,Happiness,Choice
,,,,Goal-setting,Choice
,,,,Future,Choice
,,,,Evolution,Choice
,,,,Environment,Choice
,,,,Entertainment,Choice
,,,,Economics,Choice
,,,,Disaster relief,Choice
,,,,Disability,Choice
,,,,Design,Choice
,,,,Culture,Choice
,,,,Consumerism,Choice
,,,,Climate change,Choice
,,,,Choice,TEDx
,,,,Choice,Technology
,,,,Choice,Storytelling
,,,,Choice,Society
,,,,Choice,Social change
,,,,Choice,Science
,,,,Choice,Psychology
,,,,Choice,Potential
,,,,Choice,Politics
,,,,Choice,Personal growth
,,,,Choice,Parenting
,,,,Choice,Neuroscience
,,,,Choice,Media
,,,,Choice,Marketing
,,,,Choice,Health
,,,,Choice,Happiness
,,,,Choice,Goal-setting
,,,,Choice,Future
,,,,Choice,Evolution
,,,,Choice,Environment
,,,,Choice,Entertainment
,,,,Choice,Economics
,,,,Choice,Disaster relief
,,,,Choice,Disability
,,,,Choice,Design
,,,,Choice,Culture
,,,,Choice,Consumerism
,,,,Choice,Climate change
,,,,Choice,Business
,,,,Choice,Brain
,,,,Business,Choice
,,,,Brain,Choice
,,,,Choice,Cancer
,,,,Cancer,Choice
,,,,Choice,Africa
,,,,Africa,Choice
,,,,Choice,AIDS
,,,,AIDS,Choice
,,,,Sex,Primates
,,,,Primates,Sex
,,,,Primates,Food
,,,,Food,Primates
,,,,Science,Primates
,,,,Primates,Science
,,,,Primates,Pollution
,,,,Primates,Nature
,,,,Primates,Humor
,,,,Primates,Humanity
,,,,Primates,Global issues
,,,,Primates,Evolution
,,,,Primates,Environment
,,,,Primates,Culture
,,,,Primates,Comedy
,,,,Primates,Children
,,,,Primates,Biology
,,,,Primates,Biodiversity
,,,,Primates,Animals
,,,,Primates,Africa
,,,,Pollution,Primates
,,,,Nature,Primates
,,,,Humor,Primates
,,,,Humanity,Primates
,,,,Global issues,Primates
,,,,Evolution,Primates
,,,,Environment,Primates
,,,,Culture,Primates
,,,,Comedy,Primates
,,,,Children,Primates
,,,,Biology,Primates
,,,,Biodiversity,Primates
,,,,Animals,Primates
,,,,Africa,Primates
,,,,Food,Entrepreneur
,,,,Entrepreneur,Food
,,,,History,Entrepreneur
,,,,Entrepreneur,History
,,,,Women,Entrepreneur
,,,,Web,Entrepreneur
,,,,War,Entrepreneur
,,,,TEDx,Entrepreneur
,,,,Technology,Entrepreneur
,,,,Society,Entrepreneur
,,,,Social change,Entrepreneur
,,,,Science,Entrepreneur
,,,,Poverty,Entrepreneur
,,,,Politics,Entrepreneur
,,,,Peace,Entrepreneur
,,,,Oceans,Entrepreneur
,,,,Medicine,Entrepreneur
,,,,Media,Entrepreneur
,,,,Life,Entrepreneur
,,,,Leadership,Entrepreneur
,,,,Law,Entrepreneur
,,,,Invention,Entrepreneur
,,,,Internet,Entrepreneur
,,,,Innovation,Entrepreneur
,,,,Health care,Entrepreneur
,,,,Health,Entrepreneur
,,,,Global issues,Entrepreneur
,,,,Future,Entrepreneur
,,,,Flight,Entrepreneur
,,,,Environment,Entrepreneur
,,,,Entrepreneur,Women
,,,,Entrepreneur,Web
,,,,Entrepreneur,War
,,,,Entrepreneur,TEDx
,,,,Entrepreneur,Technology
,,,,Entrepreneur,Society
,,,,Entrepreneur,Social change
,,,,Entrepreneur,Science
,,,,Entrepreneur,Poverty
,,,,Entrepreneur,Politics
,,,,Entrepreneur,Peace
,,,,Entrepreneur,Oceans
,,,,Entrepreneur,Medicine
,,,,Entrepreneur,Media
,,,,Entrepreneur,Life
,,,,Entrepreneur,Leadership
,,,,Entrepreneur,Law
,,,,Entrepreneur,Invention
,,,,Entrepreneur,Internet
,,,,Entrepreneur,Innovation
,,,,Entrepreneur,Health care
,,,,Entrepreneur,Health
,,,,Entrepreneur,Global issues
,,,,Entrepreneur,Future
,,,,Entrepreneur,Flight
,,,,Entrepreneur,Environment
,,,,Entrepreneur,Entertainment
,,,,Entrepreneur,Engineering
,,,,Entrepreneur,Energy
,,,,Entrepreneur,Education
,,,,Entrepreneur,Economics
,,,,Entrepreneur,Design
,,,,Entrepreneur,Culture
,,,,Entrepreneur,Creativity
,,,,Entrepreneur,Computers
,,,,Entrepreneur,Community
,,,,Entrepreneur,Communication
,,,,Entrepreneur,Collaboration
,,,,Entrepreneur,Cities
,,,,Entrepreneur,Children
,,,,Entrepreneur,Business
,,,,Entertainment,Entrepreneur
,,,,Engineering,Entrepreneur
,,,,Energy,Entrepreneur
,,,,Education,Entrepreneur
,,,,Economics,Entrepreneur
,,,,Design,Entrepreneur
,,,,Culture,Entrepreneur
,,,,Creativity,Entrepreneur
,,,,Computers,Entrepreneur
,,,,Community,Entrepreneur
,,,,Communication,Entrepreneur
,,,,Collaboration,Entrepreneur
,,,,Cities,Entrepreneur
,,,,Children,Entrepreneur
,,,,Business,Entrepreneur
,,,,Entrepreneur,Development
,,,,Development,Entrepreneur
,,,,Entrepreneur,Brain
,,,,Brain,Entrepreneur
,,,,Psychology,Entrepreneur
,,,,Entrepreneur,Psychology
,,,,Entrepreneur,Crime
,,,,Crime,Entrepreneur
,,,,Violence,Entrepreneur
,,,,Entrepreneur,Violence
,,,,Entrepreneur,Biosphere
,,,,Biosphere,Entrepreneur
,,,,Genetics,Entrepreneur
,,,,Entrepreneur,Genetics
,,,,Entrepreneur,Biology
,,,,Biology,Entrepreneur
,,,,Entrepreneur,DNA
,,,,DNA,Entrepreneur
,,,,Entrepreneur,Biotech
,,,,Biotech,Entrepreneur
,,,,Water,Entrepreneur
,,,,Entrepreneur,Water
,,,,Third world,Entrepreneur
,,,,Entrepreneur,Third world
,,,,Potential,Entrepreneur
,,,,Entrepreneur,Potential
,,,,Money,Entrepreneur
,,,,Entrepreneur,Money
,,,,Space,Entrepreneur
,,,,Entrepreneur,Space
,,,,Exploration,Entrepreneur
,,,,Entrepreneur,Exploration
,,,,Entrepreneur,Asia
,,,,Asia,Entrepreneur
,,,,Music,Entrepreneur
,,,,Entrepreneur,Music
,,,,Philanthropy,Entrepreneur
,,,,Entrepreneur,Philanthropy
,,,,TED Fellows,Entrepreneur
,,,,Entrepreneur,TED Fellows
,,,,Gaming,Entrepreneur
,,,,Entrepreneur,Gaming
,,,,NASA,Entrepreneur
,,,,Entrepreneur,NASA
,,,,Entrepreneur,Animals
,,,,Animals,Entrepreneur
,,,,Toy,Entrepreneur
,,,,Entrepreneur,Toy
,,,,Entrepreneur,Africa
,,,,Africa,Entrepreneur
,,,,Solar energy,Entrepreneur
,,,,Entrepreneur,Solar energy
,,,,Microfinance,Entrepreneur
,,,,Entrepreneur,Microfinance
,,,,Entrepreneur,Aircraft
,,,,Aircraft,Entrepreneur
,,,,One Laptop Per Child,Entrepreneur
,,,,Entrepreneur,One Laptop Per Child
,,,,Writing,Sex
,,,,Women,Sex
,,,,Web,Sex
,,,,TEDx,Sex
,,,,Society,Sex
,,,,Social change,Sex
,,,,Sex,Writing
,,,,Sex,Women
,,,,Sex,Web
,,,,Sex,TEDx
,,,,Sex,Society
,,,,Sex,Social change
,,,,Sex,Science
,,,,Sex,Poverty
,,,,Sex,Politics
,,,,Sex,Middle East
,,,,Sex,Media
,,,,Sex,Life
,,,,Sex,LGBT
,,,,Sex,Insects
,,,,Sex,Inequality
,,,,Sex,Humor
,,,,Sex,Humanity
,,,,Sex,History
,,,,Sex,Health care
,,,,Sex,Health
,,,,Sex,Global issues
,,,,Sex,Food
,,,,Sex,Film
,,,,Sex,Evolution
,,,,Sex,Environment
,,,,Sex,Entertainment
,,,,Sex,Energy
,,,,Sex,Education
,,,,Sex,Design
,,,,Sex,Culture
,,,,Sex,Creativity
,,,,Sex,Computers
,,,,Sex,Communication
,,,,Sex,Comedy
,,,,Sex,Climate change
,,,,Sex,Children
,,,,Sex,Business
,,,,Sex,Biology
,,,,Science,Sex
,,,,Poverty,Sex
,,,,Politics,Sex
,,,,Middle East,Sex
,,,,Media,Sex
,,,,Life,Sex
,,,,LGBT,Sex
,,,,Insects,Sex
,,,,Inequality,Sex
,,,,Humor,Sex
,,,,Humanity,Sex
,,,,History,Sex
,,,,Health care,Sex
,,,,Health,Sex
,,,,Global issues,Sex
,,,,Food,Sex
,,,,Film,Sex
,,,,Evolution,Sex
,,,,Environment,Sex
,,,,Entertainment,Sex
,,,,Energy,Sex
,,,,Education,Sex
,,,,Design,Sex
,,,,Culture,Sex
,,,,Creativity,Sex
,,,,Computers,Sex
,,,,Communication,Sex
,,,,Comedy,Sex
,,,,Climate change,Sex
,,,,Children,Sex
,,,,Business,Sex
,,,,Biology,Sex
,,,,Sex,Feminism
,,,,Feminism,Sex
,,,,Sex,Asia
,,,,Asia,Sex
,,,,Sex,Arts
,,,,Arts,Sex
,,,,TED Fellows,Sex
,,,,Sex,TED Fellows
,,,,Sex,Relationships
,,,,Relationships,Sex
,,,,Sex,Gender
,,,,Gender,Sex
,,,,Sex,Gaming
,,,,Gaming,Sex
,,,,Sex,Egypt
,,,,Egypt,Sex
,,,,Sex,Animals
,,,,Animals,Sex
,,,,Sex,Botany
,,,,Botany,Sex
,,,,Sex,AIDS
,,,,AIDS,Sex
,,,,Sex,One Laptop Per Child
,,,,One Laptop Per Child,Sex
,,,,Sex,Birds
,,,,Birds,Sex
,,,,Web,Security
,,,,War,Security
,,,,Violence,Security
,,,,Terrorism,Security
,,,,TEDx,Security
,,,,Technology,Security
,,,,Social media,Security
,,,,Security,Web
,,,,Security,War
,,,,Security,Violence
,,,,Security,Terrorism
,,,,Security,TEDx
,,,,Security,Technology
,,,,Security,Social media
,,,,Security,Politics
,,,,Security,Open-source
,,,,Security,Law
,,,,Security,Internet
,,,,Security,Intelligence
,,,,Security,Global issues
,,,,Security,Future
,,,,Security,Engineering
,,,,Security,Data
,,,,Security,Culture
,,,,Security,Crime
,,,,Security,Computers
,,,,Security,Communication
,,,,Security,Business
,,,,Politics,Security
,,,,Open-source,Security
,,,,Law,Security
,,,,Internet,Security
,,,,Intelligence,Security
,,,,Global issues,Security
,,,,Future,Security
,,,,Engineering,Security
,,,,Data,Security
,,,,Culture,Security
,,,,Crime,Security
,,,,Computers,Security
,,,,Communication,Security
,,,,Business,Security
,,,,Security,Hack
,,,,Hack,Security
,,,,Security,Arts
,,,,Arts,Security
,,,,Security,Art
,,,,Art,Security
,,,,Security,Algorithm
,,,,Algorithm,Security
,,,,Security,AI
,,,,AI,Security
,,,,TEDx,Memory
,,,,Technology,Memory
,,,,Storytelling,Memory
,,,,Science,Memory
,,,,Psychology,Memory
,,,,Photography,Memory
,,,,Performance,Memory
,,,,Neuroscience,Memory
,,,,Memory,TEDx
,,,,Memory,Technology
,,,,Memory,Storytelling
,,,,Memory,Science
,,,,Memory,Psychology
,,,,Memory,Photography
,,,,Memory,Performance
,,,,Memory,Neuroscience
,,,,Memory,Life
,,,,Memory,Law
,,,,Memory,Intelligence
,,,,Memory,History
,,,,Memory,Government
,,,,Memory,Global issues
,,,,Memory,Film
,,,,Memory,Entertainment
,,,,Memory,Education
,,,,Memory,Disaster relief
,,,,Memory,Design
,,,,Memory,Culture
,,,,Memory,Crime
,,,,Memory,Creativity
,,,,Memory,Computers
,,,,Memory,Collaboration
,,,,Memory,Cities
,,,,Memory,Children
,,,,Memory,Brain
,,,,Life,Memory
,,,,Law,Memory
,,,,Intelligence,Memory
,,,,History,Memory
,,,,Government,Memory
,,,,Global issues,Memory
,,,,Film,Memory
,,,,Entertainment,Memory
,,,,Education,Memory
,,,,Disaster relief,Memory
,,,,Design,Memory
,,,,Culture,Memory
,,,,Crime,Memory
,,,,Creativity,Memory
,,,,Computers,Memory
,,,,Collaboration,Memory
,,,,Cities,Memory
,,,,Children,Memory
,,,,Brain,Memory
